company,product_name,etc_option,pretax_rate,aftertax_rate,highest_prefer,restriction,inter_calcul
한국투자저축은행,비대면회전정기예금 ,1년단위 변동금리상품,3.70%,3.13%,3.70%,제한없음,복리
한국투자저축은행,비대면회전정기예금 ,1년단위 변동금리상품,3.70%,3.13%,3.70%,제한없음,단리
한국투자저축은행,인터넷회전정기예금 ,1년단위 변동금리상품,3.70%,3.13%,3.70%,제한없음,복리
한국투자저축은행,인터넷회전정기예금 ,1년단위 변동금리상품,3.70%,3.13%,3.70%,제한없음,단리
한국투자저축은행,회전정기예금 ,1년단위 변동금리상품,3.70%,3.13%,3.70%,제한없음,단리
한국투자저축은행,회전정기예금 ,1년단위 변동금리상품,3.70%,3.13%,3.70%,제한없음,복리
한국투자저축은행,비대면회전정기예금 ,1년단위 변동금리상품,3.65%,3.09%,3.65%,제한없음,단리
한국투자저축은행,비대면회전정기예금 ,1년단위 변동금리상품,3.65%,3.09%,3.65%,제한없음,복리
한국투자저축은행,인터넷회전정기예금 ,1년단위 변동금리상품,3.65%,3.09%,3.65%,제한없음,단리
한국투자저축은행,인터넷회전정기예금 ,1년단위 변동금리상품,3.65%,3.09%,3.65%,제한없음,복리
한국투자저축은행,회전정기예금 ,1년단위 변동금리상품,3.65%,3.09%,3.65%,제한없음,단리
한국투자저축은행,회전정기예금 ,1년단위 변동금리상품,3.65%,3.09%,3.65%,제한없음,복리
더케이저축은행,e-회전식정기예금,1년단위 변동금리상품,3.70%,3.13%,3.70%,제한없음,복리
더케이저축은행,e-회전식정기예금,1년단위 변동금리상품,3.70%,3.13%,3.70%,제한없음,단리
더케이저축은행,회전식정기예금,1년단위 변동금리상품,3.70%,3.13%,3.70%,제한없음,복리
더케이저축은행,회전식정기예금,1년단위 변동금리상품,3.70%,3.13%,3.70%,제한없음,단리
페퍼저축은행,AI페퍼스배구사랑 회전정기예금 ,1년단위 변동금리상품,3.60%,3.05%,3.60%,제한없음,복리
페퍼저축은행,AI페퍼스배구사랑 회전정기예금 ,1년단위 변동금리상품,3.60%,3.05%,3.60%,제한없음,단리
키움저축은행,SB톡톡 회전식정기예금,1년단위 변동금리상품,3.60%,3.05%,3.60%,제한없음,단리
키움저축은행,SB톡톡 회전식정기예금,1년단위 변동금리상품,3.60%,3.05%,3.60%,제한없음,복리
키움저축은행,비대면 회전식정기예금 ,1년단위 변동금리상품,3.60%,3.05%,3.60%,제한없음,단리
키움저축은행,비대면 회전식정기예금 ,1년단위 변동금리상품,3.60%,3.05%,3.60%,제한없음,복리
키움저축은행,회전식정기예금 ,1년단위 변동금리상품,3.50%,2.96%,3.50%,제한없음,단리
키움저축은행,회전식정기예금 ,1년단위 변동금리상품,3.50%,2.96%,3.50%,제한없음,복리
키움저축은행,회전식정기예금 ,1년단위 변동금리상품,3.50%,2.96%,3.50%,제한없음,복리
키움저축은행,회전식정기예금 ,1년단위 변동금리상품,3.50%,2.96%,3.50%,제한없음,단리
하나저축은행,비대면 세바퀴정기예금,1년단위 변동금리상품,3.30%,2.79%,3.30%,제한없음,단리
하나저축은행,비대면 세바퀴정기예금,1년단위 변동금리상품,3.30%,2.79%,3.30%,제한없음,복리
키움예스저축은행,회전yes정기예금,1년단위 변동금리상품,3.30%,2.79%,3.30%,제한없음,복리
키움예스저축은행,회전yes정기예금,1년단위 변동금리상품,3.30%,2.79%,3.30%,제한없음,단리
하나저축은행,세바퀴정기예금,1년단위 변동금리상품,3.20%,2.71%,3.20%,제한없음,복리
하나저축은행,세바퀴정기예금,1년단위 변동금리상품,3.20%,2.71%,3.20%,제한없음,단리
페퍼저축은행,부천사랑 회전정기예금 ,1년단위 변동금리상품 ,3.60%,3.05%,3.60%,제한없음,단리
페퍼저축은행,부천사랑 회전정기예금 ,1년단위 변동금리상품 ,3.60%,3.05%,3.60%,제한없음,복리
페퍼저축은행,평촌사랑 회전정기예금 ,1년단위 변동금리상품 ,3.60%,3.05%,3.60%,제한없음,단리
페퍼저축은행,평촌사랑 회전정기예금 ,1년단위 변동금리상품 ,3.60%,3.05%,3.60%,제한없음,복리
페퍼저축은행,회전정기예금 ,1년단위 변동금리상품 ,3.60%,3.05%,3.60%,제한없음,복리
페퍼저축은행,회전정기예금 ,1년단위 변동금리상품 ,3.60%,3.05%,3.60%,제한없음,단리
키움예스저축은행,SB톡톡 회전yes정기예금,1년단위 변동금리상품 ,3.30%,2.79%,3.30%,제한없음,단리
키움예스저축은행,SB톡톡 회전yes정기예금,1년단위 변동금리상품 ,3.30%,2.79%,3.30%,제한없음,복리
키움예스저축은행,e-회전yes정기예금,1년단위 변동금리상품 ,3.30%,2.79%,3.30%,제한없음,복리
키움예스저축은행,e-회전yes정기예금,1년단위 변동금리상품 ,3.30%,2.79%,3.30%,제한없음,단리
금화저축은행,e-회전정기예금,1년단위 변동금리상품,3.55%,3.00%,3.55%,제한없음,단리
금화저축은행,e-회전정기예금,1년단위 변동금리상품,3.55%,3.00%,3.55%,제한없음,복리
금화저축은행,회전정기예금,1년단위 변동금리상품,3.55%,3.00%,3.55%,제한없음,단리
금화저축은행,회전정기예금,1년단위 변동금리상품,3.55%,3.00%,3.55%,제한없음,복리
상상인플러스저축은행,중도해지 괜찮아 369정기예금,,2.21%,1.87%,2.21%,제한없음,복리
수협은행,헤이(Hey)정기예금,,3.42%,2.89%,3.42%,제한없음,단리
부산은행,더(The) 레벨업 정기예금,,3.15%,2.66%,3.35%,제한없음,단리
부산은행,더(The) 특판 정기예금,,3.00%,2.54%,3.45%,제한없음,단리
CK저축은행,정기예금,,3.30%,2.79%,3.30%,제한없음,복리
CK저축은행,정기예금,,3.30%,2.79%,3.30%,제한없음,단리
조흥저축은행,정기예금,,3.50%,2.96%,3.50%,제한없음,단리
조흥저축은행,정기예금,,3.50%,2.96%,3.50%,제한없음,복리
BNK저축은행,정기예금,,3.50%,2.96%,3.50%,제한없음,단리
BNK저축은행,정기예금,,3.50%,2.96%,3.50%,제한없음,복리
페퍼저축은행,페퍼스 정기예금 ,,3.50%,2.96%,3.50%,제한없음,복리
페퍼저축은행,페퍼스 정기예금 ,,3.50%,2.96%,3.50%,제한없음,단리
페퍼저축은행,페퍼스 회전정기예금 ,1년단위 변동금리상품,3.60%,3.05%,3.60%,제한없음,단리
페퍼저축은행,페퍼스 회전정기예금 ,1년단위 변동금리상품,3.60%,3.05%,3.60%,제한없음,복리
페퍼저축은행,페퍼스 중도해지Free정기예금,,3.40%,2.88%,3.40%,제한없음,복리
민국저축은행,톡톡정기예금 ,,3.35%,2.83%,3.35%,제한없음,복리
민국저축은행,톡톡정기예금 ,,3.35%,2.83%,3.35%,제한없음,단리
OK저축은행,OK e-안심앱플러스정기예금,변동금리상품,3.76%,3.18%,3.76%,제한없음,단리
OK저축은행,OK e-안심앱플러스정기예금,변동금리상품,3.76%,3.18%,3.76%,제한없음,복리
OK저축은행,OK e-안심정기예금,변동금리상품,3.76%,3.18%,3.76%,제한없음,단리
OK저축은행,OK e-안심정기예금,변동금리상품,3.76%,3.18%,3.76%,제한없음,복리
OK저축은행,OK안심정기예금,변동금리상품,3.76%,3.18%,3.76%,제한없음,복리
OK저축은행,OK안심정기예금,변동금리상품,3.76%,3.18%,3.76%,제한없음,단리
세람저축은행,회전식 정기예금,변동금리상품,3.70%,3.13%,3.70%,제한없음,단리
세람저축은행,회전식 정기예금,변동금리상품,3.70%,3.13%,3.70%,제한없음,복리
OK저축은행,OK e-안심앱플러스정기예금6 ,변동금리상품,3.66%,3.10%,3.66%,제한없음,복리
OK저축은행,OK e-안심앱플러스정기예금6 ,변동금리상품,3.66%,3.10%,3.66%,제한없음,단리
유안타저축은행,e-회전정기예금 ,변동금리상품,3.66%,3.10%,3.66%,제한없음,복리
유안타저축은행,e-회전정기예금 ,변동금리상품,3.66%,3.10%,3.66%,제한없음,단리
유안타저축은행,회전정기예금 ,변동금리상품,3.66%,3.10%,3.66%,제한없음,복리
유안타저축은행,회전정기예금 ,변동금리상품,3.66%,3.10%,3.66%,제한없음,단리
애큐온저축은행,플러스회전식정기예금,변동금리상품,3.65%,3.09%,3.65%,제한없음,복리
애큐온저축은행,플러스회전식정기예금,변동금리상품,3.65%,3.09%,3.65%,제한없음,단리
애큐온저축은행,플러스회전식정기예금,변동금리상품,3.65%,3.09%,3.65%,제한없음,단리
애큐온저축은행,플러스회전식정기예금,변동금리상품,3.65%,3.09%,3.65%,제한없음,복리
융창저축은행,SB톡톡 회전식 정기예금 ,변동금리상품,3.60%,3.05%,3.60%,제한없음,복리
융창저축은행,SB톡톡 회전식 정기예금 ,변동금리상품,3.60%,3.05%,3.60%,제한없음,단리
융창저축은행,e회전식 정기예금 ,변동금리상품,3.60%,3.05%,3.60%,제한없음,단리
융창저축은행,e회전식 정기예금 ,변동금리상품,3.60%,3.05%,3.60%,제한없음,복리
융창저축은행,회전식 정기예금 ,변동금리상품,3.60%,3.05%,3.60%,제한없음,복리
융창저축은행,회전식 정기예금 ,변동금리상품,3.60%,3.05%,3.60%,제한없음,단리
IBK저축은행,IBKSB e-회전정기예금,변동금리상품,3.51%,2.97%,3.51%,제한없음,복리
IBK저축은행,IBKSB e-회전정기예금,변동금리상품,3.51%,2.97%,3.51%,제한없음,단리
IBK저축은행,IBKSB 회전정기예금,변동금리상품,3.51%,2.97%,3.51%,제한없음,복리
IBK저축은행,IBKSB 회전정기예금,변동금리상품,3.51%,2.97%,3.51%,제한없음,단리
IBK저축은행,이어드림 회전정기예금,변동금리상품,3.51%,2.97%,3.51%,제한없음,단리
IBK저축은행,이어드림 회전정기예금,변동금리상품,3.51%,2.97%,3.51%,제한없음,복리
동원제일저축은행,회전정기예금,변동금리상품,3.50%,2.96%,3.50%,제한없음,단리
동원제일저축은행,회전정기예금,변동금리상품,3.50%,2.96%,3.50%,제한없음,복리
동원제일저축은행,회전정기예금-비대면,변동금리상품,3.50%,2.96%,3.50%,제한없음,단리
동원제일저축은행,회전정기예금-비대면,변동금리상품,3.50%,2.96%,3.50%,제한없음,복리
JT친애저축은행,비대면 회전식 정기예금,변동금리상품,3.70%,3.13%,3.70%,제한없음,단리
JT친애저축은행,비대면 회전식 정기예금,변동금리상품,3.70%,3.13%,3.70%,제한없음,복리
JT저축은행,회전식정기예금,변동금리상품,3.70%,3.13%,3.70%,제한없음,단리
JT저축은행,회전식정기예금,변동금리상품,3.70%,3.13%,3.70%,제한없음,복리
JT저축은행,회전정기예금_비대면,변동금리상품,3.70%,3.13%,3.70%,제한없음,복리
JT저축은행,회전정기예금_비대면,변동금리상품,3.70%,3.13%,3.70%,제한없음,단리
JT친애저축은행,회전식 정기예금,변동금리상품,3.60%,3.05%,3.60%,제한없음,단리
JT친애저축은행,회전식 정기예금,변동금리상품,3.60%,3.05%,3.60%,제한없음,복리
진주저축은행,정기예금,,3.34%,2.83%,3.34%,제한없음,복리
진주저축은행,정기예금,,3.34%,2.83%,3.34%,제한없음,단리
진주저축은행,안심정기예금,,3.34%,2.83%,3.34%,제한없음,복리
진주저축은행,안심정기예금,,3.34%,2.83%,3.34%,제한없음,단리
키움저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,단리
키움저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,복리
국제저축은행,꿈 찾아 정기예금,,3.60%,3.05%,3.60%,제한없음,복리
국제저축은행,꿈 찾아 정기예금,,3.60%,3.05%,3.60%,제한없음,단리
세람저축은행,정기예금,,3.60%,3.05%,3.60%,제한없음,복리
세람저축은행,정기예금,,3.60%,3.05%,3.60%,제한없음,단리
DH저축은행,정기예금,,3.60%,3.05%,3.60%,제한없음,복리
고려저축은행,정기예금,,3.60%,3.05%,3.60%,제한없음,복리
DH저축은행,정기예금,,3.60%,3.05%,3.60%,제한없음,단리
고려저축은행,정기예금,,3.60%,3.05%,3.60%,제한없음,단리
드림저축은행,톡톡정기예금,,3.60%,3.05%,3.60%,제한없음,복리
드림저축은행,톡톡정기예금,,3.60%,3.05%,3.60%,제한없음,단리
키움저축은행,SB톡톡정기예금 ,,3.50%,2.96%,3.50%,제한없음,단리
키움저축은행,SB톡톡정기예금 ,,3.50%,2.96%,3.50%,제한없음,복리
부림저축은행,톡톡정기예금,,3.50%,2.96%,3.50%,제한없음,단리
부림저축은행,톡톡정기예금,,3.50%,2.96%,3.50%,제한없음,복리
오성저축은행,정기예금,,3.45%,2.92%,3.45%,제한없음,복리
오성저축은행,정기예금,,3.45%,2.92%,3.45%,제한없음,단리
오성저축은행,회전식정기예금,,3.45%,2.92%,3.45%,제한없음,복리
오성저축은행,회전식정기예금,,3.45%,2.92%,3.45%,제한없음,단리
IBK저축은행,참기특한정기예금,,3.41%,2.88%,3.41%,제한없음,단리
IBK저축은행,참기특한정기예금,,3.41%,2.88%,3.41%,제한없음,복리
우리저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,단리
우리저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,복리
동원제일저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,복리
동원제일저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,단리
민국저축은행,비대면정기예금 ,,3.35%,2.83%,3.35%,제한없음,단리
민국저축은행,비대면정기예금 ,,3.35%,2.83%,3.35%,제한없음,복리
솔브레인저축은행,정기예금,,3.35%,2.83%,3.35%,제한없음,복리
솔브레인저축은행,정기예금,,3.35%,2.83%,3.35%,제한없음,단리
진주저축은행,E-정기예금,,3.34%,2.83%,3.34%,제한없음,단리
진주저축은행,E-정기예금,,3.34%,2.83%,3.34%,제한없음,복리
진주저축은행,M-정기예금,,3.34%,2.83%,3.34%,제한없음,복리
진주저축은행,M-정기예금,,3.34%,2.83%,3.34%,제한없음,단리
진주저축은행,지니뱅크-정기예금,,3.34%,2.83%,3.34%,제한없음,복리
진주저축은행,지니뱅크-정기예금,,3.34%,2.83%,3.34%,제한없음,단리
키움예스저축은행,SB톡톡 정기예금,,3.20%,2.71%,3.20%,제한없음,단리
키움예스저축은행,SB톡톡 정기예금,,3.20%,2.71%,3.20%,제한없음,복리
상상인플러스저축은행,중도해지 괜찮아 369정기예금,,2.21%,1.87%,2.21%,제한없음,복리
세람저축은행,회전식 정기예금,변동금리상품,3.70%,3.13%,3.70%,제한없음,단리
세람저축은행,회전식 정기예금,변동금리상품,3.70%,3.13%,3.70%,제한없음,복리
BNK저축은행,정기예금,,3.60%,3.05%,3.60%,제한없음,복리
BNK저축은행,정기예금,,3.60%,3.05%,3.60%,제한없음,단리
동양저축은행,정기예금,,3.60%,3.05%,3.60%,제한없음,복리
동양저축은행,정기예금,,3.60%,3.05%,3.60%,제한없음,단리
중소기업은행,IBK평생한가족통장,실세금리정기예금,2.95%,2.50%,3.15%,제한없음,단리
중소기업은행,1석7조통장,실세금리정기예금,3.00%,2.54%,3.00%,제한없음,단리
조은저축은행,정기예금,,2.50%,2.12%,2.50%,제한없음,복리
조은저축은행,정기예금,,2.50%,2.12%,2.50%,제한없음,단리
민국저축은행,e-행복정기예금 ,,3.35%,2.83%,3.35%,제한없음,단리
민국저축은행,e-행복정기예금 ,,3.35%,2.83%,3.35%,제한없음,복리
페퍼저축은행,정기예금 ,,3.50%,2.96%,3.50%,제한없음,복리
페퍼저축은행,정기예금 ,,3.50%,2.96%,3.50%,제한없음,단리
페퍼저축은행,회전정기예금 ,1년단위 변동금리상품,3.60%,3.05%,3.60%,제한없음,복리
페퍼저축은행,회전정기예금 ,1년단위 변동금리상품,3.60%,3.05%,3.60%,제한없음,단리
CK저축은행,정기예금,,3.50%,2.96%,3.50%,제한없음,복리
CK저축은행,정기예금,,3.50%,2.96%,3.50%,제한없음,단리
페퍼저축은행,페퍼루 중도해지 Free정기예금,,3.40%,2.88%,3.40%,제한없음,복리
삼호저축은행,정기예금,,3.50%,2.96%,3.50%,제한없음,단리
삼호저축은행,정기예금,,3.50%,2.96%,3.50%,제한없음,복리
키움예스저축은행,e-정기예금,,3.20%,2.71%,3.20%,제한없음,단리
키움예스저축은행,e-정기예금,,3.20%,2.71%,3.20%,제한없음,복리
더블저축은행,정기예금,,3.60%,3.05%,3.60%,제한없음,복리
더블저축은행,정기예금,,3.60%,3.05%,3.60%,제한없음,단리
키움저축은행,e-plus정기예금 ,,3.50%,2.96%,3.50%,제한없음,단리
키움저축은행,e-plus정기예금 ,,3.50%,2.96%,3.50%,제한없음,복리
센트럴저축은행,정기예금 ,,3.50%,2.96%,3.50%,제한없음,복리
센트럴저축은행,정기예금 ,,3.50%,2.96%,3.50%,제한없음,단리
진주저축은행,정기예금,,3.34%,2.83%,3.34%,제한없음,복리
진주저축은행,정기예금,,3.34%,2.83%,3.34%,제한없음,단리
진주저축은행,안심정기예금,,3.34%,2.83%,3.34%,제한없음,단리
진주저축은행,안심정기예금,,3.34%,2.83%,3.34%,제한없음,복리
디비저축은행,정기예금,,3.60%,3.05%,3.60%,제한없음,복리
디비저축은행,정기예금,,3.60%,3.05%,3.60%,제한없음,단리
아이엠뱅크,iM주거래우대예금,,2.91%,2.46%,3.56%,제한없음,단리
CK저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,복리
CK저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,단리
조흥저축은행,정기예금,,3.50%,2.96%,3.50%,제한없음,단리
조흥저축은행,정기예금,,3.50%,2.96%,3.50%,제한없음,복리
BNK저축은행,삼삼한정기예금,1년단위 변동금리상품,3.60%,3.05%,3.60%,제한없음,복리
BNK저축은행,삼삼한정기예금,1년단위 변동금리상품,3.60%,3.05%,3.60%,제한없음,단리
애큐온저축은행,다시만난예금,,3.55%,3.00%,3.90%,제한없음,단리
애큐온저축은행,다시만난예금,,3.55%,3.00%,3.90%,제한없음,복리
다올저축은행,Fi 리볼빙 정기예금 ,,3.80%,3.21%,3.80%,제한없음,단리
다올저축은행,Fi 리볼빙 정기예금 ,,3.80%,3.21%,3.80%,제한없음,복리
머스트삼일저축은행,e-정기예금,,3.80%,3.21%,3.80%,제한없음,단리
머스트삼일저축은행,e-정기예금,,3.80%,3.21%,3.80%,제한없음,복리
머스트삼일저축은행,비대면정기예금,,3.80%,3.21%,3.80%,제한없음,단리
머스트삼일저축은행,비대면정기예금,,3.80%,3.21%,3.80%,제한없음,복리
JT저축은행,정기예금,,3.70%,3.13%,3.80%,제한없음,단리
JT저축은행,정기예금,,3.70%,3.13%,3.80%,제한없음,복리
조은저축은행,정기예금,,3.80%,3.21%,3.80%,제한없음,복리
조은저축은행,정기예금,,3.80%,3.21%,3.80%,제한없음,단리
청주저축은행,펫팸정기예금_천안지점,,3.70%,3.13%,3.80%,제한없음,단리
청주저축은행,펫팸정기예금_천안지점,,3.70%,3.13%,3.80%,제한없음,복리
애큐온저축은행,3-UP정기예금,,3.75%,3.17%,3.75%,제한없음,단리
애큐온저축은행,3-UP정기예금,,3.75%,3.17%,3.75%,제한없음,복리
애큐온저축은행,3-UP정기예금,,3.75%,3.17%,3.75%,제한없음,단리
애큐온저축은행,3-UP정기예금,,3.75%,3.17%,3.75%,제한없음,복리
다올저축은행,Fi 리볼빙 정기예금 ,,3.75%,3.17%,3.75%,제한없음,단리
다올저축은행,Fi 리볼빙 정기예금 ,,3.75%,3.17%,3.75%,제한없음,복리
다올저축은행,Fi 정기예금 ,,3.75%,3.17%,3.75%,제한없음,단리
다올저축은행,Fi 정기예금 ,,3.75%,3.17%,3.75%,제한없음,복리
HB저축은행,e-회전정기예금,,3.75%,3.17%,3.75%,제한없음,복리
HB저축은행,e-회전정기예금,,3.75%,3.17%,3.75%,제한없음,단리
HB저축은행,스마트회전정기예금,,3.75%,3.17%,3.75%,제한없음,복리
HB저축은행,스마트회전정기예금,,3.75%,3.17%,3.75%,제한없음,단리
바로저축은행,정기예금,,3.75%,3.17%,3.75%,제한없음,복리
바로저축은행,정기예금,,3.75%,3.17%,3.75%,제한없음,단리
스마트저축은행,정기예금,,3.75%,3.17%,3.75%,제한없음,단리
대한저축은행,정기예금,,3.75%,3.17%,3.75%,제한없음,단리
대한저축은행,정기예금,,3.75%,3.17%,3.75%,제한없음,복리
스마트저축은행,정기예금,,3.75%,3.17%,3.75%,제한없음,복리
상상인플러스저축은행,크크크 회전정기예금,,3.71%,3.14%,3.71%,제한없음,단리
상상인플러스저축은행,크크크 회전정기예금,,3.71%,3.14%,3.71%,제한없음,복리
상상인플러스저축은행,회전E-정기예금,,3.71%,3.14%,3.71%,제한없음,단리
상상인플러스저축은행,회전E-정기예금,,3.71%,3.14%,3.71%,제한없음,복리
상상인플러스저축은행,회전정기예금,,3.71%,3.14%,3.71%,제한없음,단리
상상인플러스저축은행,회전정기예금,,3.71%,3.14%,3.71%,제한없음,복리
상상인플러스저축은행,회전정기예금,,3.71%,3.14%,3.71%,제한없음,복리
상상인플러스저축은행,회전정기예금,,3.71%,3.14%,3.71%,제한없음,단리
디비저축은행,DreamBig E-정기예금,,3.70%,3.13%,3.70%,제한없음,복리
디비저축은행,DreamBig E-정기예금,,3.70%,3.13%,3.70%,제한없음,단리
디비저축은행,DreamBig 정기예금,,3.70%,3.13%,3.70%,제한없음,복리
디비저축은행,DreamBig 정기예금,,3.70%,3.13%,3.70%,제한없음,단리
청주저축은행,E-정기예금,,3.60%,3.05%,3.70%,제한없음,복리
청주저축은행,E-정기예금,,3.60%,3.05%,3.70%,제한없음,단리
디비저축은행,E-정기예금,,3.70%,3.13%,3.70%,제한없음,단리
디비저축은행,E-정기예금,,3.70%,3.13%,3.70%,제한없음,복리
다올저축은행,Fi 정기예금 ,,3.70%,3.13%,3.70%,제한없음,복리
다올저축은행,Fi 정기예금 ,,3.70%,3.13%,3.70%,제한없음,단리
한화저축은행,Mymo 회전정기예금,,3.70%,3.13%,3.70%,제한없음,복리
한화저축은행,Mymo 회전정기예금,,3.70%,3.13%,3.70%,제한없음,단리
바로저축은행,SB톡톡 정기예금,,3.70%,3.13%,3.70%,제한없음,복리
바로저축은행,SB톡톡 정기예금,,3.70%,3.13%,3.70%,제한없음,단리
영진저축은행,SB톡톡-정기예금,,3.70%,3.13%,3.70%,제한없음,단리
영진저축은행,SB톡톡-정기예금,,3.70%,3.13%,3.70%,제한없음,복리
스마트저축은행,e-로운 정기예금,,3.70%,3.13%,3.70%,제한없음,복리
스마트저축은행,e-로운 정기예금,,3.70%,3.13%,3.70%,제한없음,단리
인천저축은행,e-보다 정기예금,,3.70%,3.13%,3.70%,제한없음,단리
인천저축은행,e-보다 정기예금,,3.70%,3.13%,3.70%,제한없음,복리
인천저축은행,e-보다회전정기예금,,3.70%,3.13%,3.70%,제한없음,단리
인천저축은행,e-보다회전정기예금,,3.70%,3.13%,3.70%,제한없음,복리
유니온저축은행,e-정기예금,,3.70%,3.13%,3.70%,제한없음,복리
유니온저축은행,e-정기예금,,3.70%,3.13%,3.70%,제한없음,단리
스마트저축은행,e-정기예금,,3.70%,3.13%,3.70%,제한없음,복리
안국저축은행,e-정기예금,,3.70%,3.13%,3.70%,제한없음,단리
안국저축은행,e-정기예금,,3.70%,3.13%,3.70%,제한없음,복리
스마트저축은행,e-정기예금,,3.70%,3.13%,3.70%,제한없음,단리
JT저축은행,e-정기예금,,3.70%,3.13%,3.70%,제한없음,단리
JT저축은행,e-정기예금,,3.70%,3.13%,3.70%,제한없음,복리
영진저축은행,e-정기예금,,3.70%,3.13%,3.70%,제한없음,단리
영진저축은행,e-정기예금,,3.70%,3.13%,3.70%,제한없음,복리
조은저축은행,e-정기예금,,3.70%,3.13%,3.70%,제한없음,복리
HB저축은행,e-정기예금,,3.70%,3.13%,3.70%,제한없음,단리
더케이저축은행,e-정기예금,,3.70%,3.13%,3.70%,제한없음,복리
더케이저축은행,e-정기예금,,3.70%,3.13%,3.70%,제한없음,단리
조은저축은행,e-정기예금,,3.70%,3.13%,3.70%,제한없음,단리
HB저축은행,e-정기예금,,3.70%,3.13%,3.70%,제한없음,복리
영진저축은행,m-정기예금,,3.70%,3.13%,3.70%,제한없음,단리
영진저축은행,m-정기예금,,3.70%,3.13%,3.70%,제한없음,복리
상상인저축은행,뱅뱅뱅 회전정기예금,,3.70%,3.13%,3.70%,제한없음,복리
상상인저축은행,뱅뱅뱅 회전정기예금,,3.70%,3.13%,3.70%,제한없음,단리
상상인저축은행,비대면 회전정기예금,,3.70%,3.13%,3.70%,제한없음,복리
상상인저축은행,비대면 회전정기예금,,3.70%,3.13%,3.70%,제한없음,단리
HB저축은행,스마트정기예금,,3.70%,3.13%,3.70%,제한없음,복리
HB저축은행,스마트정기예금,,3.70%,3.13%,3.70%,제한없음,단리
바로저축은행,스마트정기예금,,3.70%,3.13%,3.70%,제한없음,단리
바로저축은행,스마트정기예금,,3.70%,3.13%,3.70%,제한없음,복리
세람저축은행,자동연장 정기예금,,3.70%,3.13%,3.70%,제한없음,복리
세람저축은행,자동연장 정기예금,,3.70%,3.13%,3.70%,제한없음,단리
영진저축은행,정기예금,,3.60%,3.05%,3.70%,제한없음,단리
영진저축은행,정기예금,,3.60%,3.05%,3.70%,제한없음,복리
우리저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,단리
우리저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,복리
인천저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,복리
인천저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,단리
센트럴저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,복리
안국저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,단리
안국저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,복리
라온저축은행,정기예금,,3.45%,2.92%,3.70%,제한없음,복리
더블저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,단리
더블저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,복리
라온저축은행,정기예금,,3.45%,2.92%,3.70%,제한없음,단리
동양저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,단리
동양저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,복리
센트럴저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,단리
유니온저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,단리
유니온저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,복리
안국저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,복리
안국저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,단리
대한저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,단리
대한저축은행,정기예금,,3.70%,3.13%,3.70%,제한없음,복리
청주저축은행,정기예금_본점,,3.60%,3.05%,3.70%,제한없음,복리
청주저축은행,정기예금_본점,,3.60%,3.05%,3.70%,제한없음,단리
청주저축은행,정기예금_천안지점,,3.60%,3.05%,3.70%,제한없음,복리
청주저축은행,정기예금_천안지점,,3.60%,3.05%,3.70%,제한없음,단리
푸른저축은행,푸른 정기예금,,3.60%,3.05%,3.70%,제한없음,복리
푸른저축은행,푸른 정기예금,,3.60%,3.05%,3.70%,제한없음,단리
상상인저축은행,회전E-정기예금,,3.70%,3.13%,3.70%,제한없음,단리
상상인저축은행,회전E-정기예금,,3.70%,3.13%,3.70%,제한없음,복리
인천저축은행,회전정기예금,,3.70%,3.13%,3.70%,제한없음,단리
인천저축은행,회전정기예금,,3.70%,3.13%,3.70%,제한없음,복리
상상인저축은행,회전정기예금,,3.70%,3.13%,3.70%,제한없음,복리
상상인저축은행,회전정기예금,,3.70%,3.13%,3.70%,제한없음,단리
